Short_name	Sample_name	Cobalt_concentration_ug_L	Cobalt_concentration_uM	Recovery	Cobalt_concentration_uM_corrected	Time	Wire_treatment	Abiotic_vs_biotic	DMSO_treatment	Metabolite_treatment	Replicate	Sample_preservation	Bottle_number	Cell_presence	Mean_cobalt_concentration_uM_corrected	Median_cobalt_concentration_uM_corrected	Stdev_cobalt_concentration_uM_corrected	Min_cobalt_concentration_uM_corrected	Max_cobalt_concentration_uM_corrected
168-4.4-S	2024-08-06_168hr_Wire+SpentMedia_4_A-F	33107.13	561.7738865	0.97841	574.1702216	168	Wire included	Spent medium	No DMSO	Nothing added	4	"Acidified, filtered"	48	No cells	586.4446126	562.6000625	147.9097516	432.680187	787.8981382
0-1.5-B	2025-01-14_0hr_Wire+Media_1_A-F	120	2.036203875	0.98508	2.067044174	0	Wire included	Sterile medium	No DMSO	Nothing added	9	"Acidified, filtered"	55	No cells	2.817877979	2.583033743	0.835910955	2.067044174	4.840741586
0-1.6-B	2025-01-14_0hr_Wire+Media_1_A-F	160	2.714938499	0.98448	2.757738602	0	Wire included	Sterile medium	No DMSO	Nothing added	10	"Acidified, filtered"	56	No cells	2.817877979	2.583033743	0.835910955	2.067044174	4.840741586
0-2.5-B	2025-01-14_0hr_NoWire+Media_2_A-F	100	1.696836562	1	1.696836562	0	No wire	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	57	No cells	1.728083807	1.689548649	0.119598698	1.611485683	1.990575939
0-2.6-B	2025-01-14_0hr_NoWire+Media_2_A-F	100	1.696836562	1	1.696836562	0	No wire	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	58	No cells	1.728083807	1.689548649	0.119598698	1.611485683	1.990575939
0-5.5-B	2025-01-14_0hr_Wire+10%inoc_5_A-F	140	2.375571187	0.88113	2.696050738	0	Wire included	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	59	Live cells	3.424299274	3.132603699	1.273999357	1.910280767	4.940135944
0-5.6-B	2025-01-14_0hr_Wire+10%inoc_5_A-F	180	3.054305812	0.85575	3.56915666	0	Wire included	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	60	Live cells	3.424299274	3.132603699	1.273999357	1.910280767	4.940135944
0-6.5-B	2025-01-14_0hr_NoWire+10%inoc_6_A-F	100	1.696836562	1	1.696836562	0	No wire	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	61	Live cells	1.980230893	1.702520965	0.553051272	1.663374945	3.071155399
0-6.6-B	2025-01-14_0hr_NoWire+10%inoc_6_A-F	100	1.696836562	1	1.696836562	0	No wire	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	62	Live cells	1.980230893	1.702520965	0.553051272	1.663374945	3.071155399
24-1.5-B	2025-01-15_24hr_Wire+Media_1_A-F	11180	189.7063276	0.98508	192.5796155	24	Wire included	Sterile medium	No DMSO	Nothing added	9	"Acidified, filtered"	55	No cells	143.523481	140.962607	37.08919366	87.5658456	203.3832219
24-1.6-B	2025-01-15_24hr_Wire+Media_1_A-F	11800	200.2267143	0.98448	203.3832219	24	Wire included	Sterile medium	No DMSO	Nothing added	10	"Acidified, filtered"	56	No cells	143.523481	140.962607	37.08919366	87.5658456	203.3832219
24-2.5-B	2025-01-15_24hr_NoWire+Media_2_A-F	120	2.036203875	1	2.036203875	24	No wire	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	57	No cells	1.55412582	1.66871998	0.351524059	0.916088123	2.036203875
24-2.6-B	2025-01-15_24hr_NoWire+Media_2_A-F	100	1.696836562	1	1.696836562	24	No wire	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	58	No cells	1.55412582	1.66871998	0.351524059	0.916088123	2.036203875
24-5.5-B	2025-01-15_24hr_Wire+10%inoc_5_A-F	73780	1251.926016	0.88113	1420.81874	24	Wire included	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	59	Live cells	961.2927373	876.859515	497.7294572	322.4623503	1652.122961
24-5.6-B	2025-01-15_24hr_Wire+10%inoc_5_A-F	83320	1413.804224	0.85575	1652.122961	24	Wire included	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	60	Live cells	961.2927373	876.859515	497.7294572	322.4623503	1652.122961
24-6.5-B	2025-01-15_24hr_NoWire+10%inoc_6_A-F	100	1.696836562	1	1.696836562	24	No wire	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	61	Live cells	1.76022472	1.696836562	0.335682181	1.405676376	2.400395906
24-6.6-B	2025-01-15_24hr_NoWire+10%inoc_6_A-F	100	1.696836562	1	1.696836562	24	No wire	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	62	Live cells	1.76022472	1.696836562	0.335682181	1.405676376	2.400395906
72-1.5-B	2025-01-17_72hr_Wire+Media_1_A-F	14200	240.9507918	0.98508	244.6002272	72	Wire included	Sterile medium	No DMSO	Nothing added	9	"Acidified, filtered"	55	No cells	152.882723	134.9661862	54.05774343	96.05780647	244.6002272
72-1.6-B	2025-01-17_72hr_Wire+Media_1_A-F	14000	237.5571187	0.98448	241.3021277	72	Wire included	Sterile medium	No DMSO	Nothing added	10	"Acidified, filtered"	56	No cells	152.882723	134.9661862	54.05774343	96.05780647	244.6002272
72-2.5-B	2025-01-17_72hr_NoWire+Media_2_A-F	100	1.696836562	1	1.696836562	72	No wire	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	57	No cells	1.685576355	1.696836562	0.09287771	1.52939273	1.839285992
72-2.6-B	2025-01-17_72hr_NoWire+Media_2_A-F	100	1.696836562	1	1.696836562	72	No wire	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	58	No cells	1.685576355	1.696836562	0.09287771	1.52939273	1.839285992
72-5.5-B	2025-01-17_72hr_Wire+10%inoc_5_A-F	147820	2508.263806	0.88113	2846.644429	72	Wire included	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	59	Live cells	1849.049635	1439.339461	1068.358594	902.9130132	3473.979149
72-5.6-B	2025-01-17_72hr_Wire+10%inoc_5_A-F	175200	2972.857657	0.85575	3473.979149	72	Wire included	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	60	Live cells	1849.049635	1439.339461	1068.358594	902.9130132	3473.979149
72-6.5-B	2025-01-17_72hr_NoWire+10%inoc_6_A-F	120	2.036203875	1	2.036203875	72	No wire	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	61	Live cells	1.931947408	1.956978576	0.146475706	1.762962283	2.103500413
72-6.6-B	2025-01-17_72hr_NoWire+10%inoc_6_A-F	120	2.036203875	1	2.036203875	72	No wire	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	62	Live cells	1.931947408	1.956978576	0.146475706	1.762962283	2.103500413
168-1.5-B	2025-01-21_168hr_Wire+Media_1_A-F	22120	375.3402475	0.98508	381.0251426	168	Wire included	Sterile medium	No DMSO	Nothing added	9	"Acidified, filtered"	55	No cells	240.4712151	251.7465942	76.45189204	128.2731463	381.0251426
168-1.6-B	2025-01-21_168hr_Wire+Media_1_A-F	15020	254.8648516	0.98448	258.8827113	168	Wire included	Sterile medium	No DMSO	Nothing added	10	"Acidified, filtered"	56	No cells	240.4712151	251.7465942	76.45189204	128.2731463	381.0251426
168-2.5-B	2025-01-21_168hr_NoWire+Media_2_A-F	100	1.696836562	1	1.696836562	168	No wire	Sterile medium	No DMSO	Nothing added	5	"Acidified, filtered"	57	No cells	1.892977294	1.868386739	0.180822187	1.696836562	2.181351274
168-2.6-B	2025-01-21_168hr_NoWire+Media_2_A-F	120	2.036203875	1	2.036203875	168	No wire	Sterile medium	No DMSO	Nothing added	6	"Acidified, filtered"	58	No cells	1.892977294	1.868386739	0.180822187	1.696836562	2.181351274
168-5.5-B	2025-01-21_168hr_Wire+10%inoc_5_A-F	128280	2176.701942	0.88113	2470.352777	168	Wire included	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	59	Live cells	2188.171728	2132.981497	730.9079782	1157.653848	2966.418855
168-5.6-B	2025-01-21_168hr_Wire+10%inoc_5_A-F	149420	2535.413191	0.85575	2962.796601	168	Wire included	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	60	Live cells	2188.171728	2132.981497	730.9079782	1157.653848	2966.418855
168-6.5-B	2025-01-21_168hr_NoWire+10%inoc_6_A-F	120	2.036203875	1	2.036203875	168	No wire	Wild type	No DMSO	Nothing added	5	"Acidified, filtered"	61	Live cells	2.271006462	2.20184906	0.305242128	1.937193461	2.714938499
168-6.6-B	2025-01-21_168hr_NoWire+10%inoc_6_A-F	160	2.714938499	1	2.714938499	168	No wire	Wild type	No DMSO	Nothing added	6	"Acidified, filtered"	62	Live cells	2.271006462	2.20184906	0.305242128	1.937193461	2.714938499
0-1.1-M	2025-02-11_0hr_Wire+Media+MeOH_1_A-F	120	2.036203875	1.0041	2.027889528	0	Wire included	Sterile medium	No DMSO	MeOH	1	"Acidified, filtered"	49	No cells	2.037888848	2.030417186	0.015183005	2.027889528	2.055359829
0-1.2-M	2025-02-11_0hr_Wire+Media+MeOH_1_A-F	120	2.036203875	1.00285	2.030417186	0	Wire included	Sterile medium	No DMSO	MeOH	2	"Acidified, filtered"	50	No cells	2.037888848	2.030417186	0.015183005	2.027889528	2.055359829
0-1.3-M	2025-02-11_0hr_Wire+Media+MeOH_1_A-F	120	2.036203875	0.99068	2.055359829	0	Wire included	Sterile medium	No DMSO	MeOH	3	"Acidified, filtered"	51	No cells	2.037888848	2.030417186	0.015183005	2.027889528	2.055359829
0-2.1-M	2025-02-11_0hr_Wire+Media+PCA_2_A-F	120	2.036203875	0.99832	2.039630454	0	Wire included	Sterile medium	No DMSO	PCA	1	"Acidified, filtered"	52	No cells	2.075229539	2.041511806	0.060037495	2.039630454	2.144546357
0-2.2-M	2025-02-11_0hr_Wire+Media+PCA_2_A-F	120	2.036203875	0.98948	2.144546357	0	Wire included	Sterile medium	No DMSO	PCA	2	"Acidified, filtered"	53	No cells	2.075229539	2.041511806	0.060037495	2.039630454	2.144546357
0-2.3-M	2025-02-11_0hr_Wire+Media+PCA_2_A-F	120	2.036203875	0.9974	2.041511806	0	Wire included	Sterile medium	No DMSO	PCA	3	"Acidified, filtered"	54	No cells	2.075229539	2.041511806	0.060037495	2.039630454	2.144546357
24-1.1-M	2025-02-12_24hr_Wire+Media+MeOH_1_A-F	6640	112.6699477	1.0041	112.2098872	24	Wire included	Sterile medium	No DMSO	MeOH	1	"Acidified, filtered"	49	No cells	120.5519916	115.1001504	12.03300068	112.2098872	134.3459371
24-1.2-M	2025-02-12_24hr_Wire+Media+MeOH_1_A-F	7940	134.728823	1.00285	134.3459371	24	Wire included	Sterile medium	No DMSO	MeOH	2	"Acidified, filtered"	50	No cells	120.5519916	115.1001504	12.03300068	112.2098872	134.3459371
24-1.3-M	2025-02-12_24hr_Wire+Media+MeOH_1_A-F	6720	114.027417	0.99068	115.1001504	24	Wire included	Sterile medium	No DMSO	MeOH	3	"Acidified, filtered"	51	No cells	120.5519916	115.1001504	12.03300068	112.2098872	134.3459371
24-2.1-M	2025-02-12_24hr_Wire+Media+PCA_2_A-F	6840	116.0636209	0.99832	116.2589359	24	Wire included	Sterile medium	No DMSO	PCA	1	"Acidified, filtered"	52	No cells	115.6565887	116.2589359	5.47891919	109.9013855	120.8094447
24-2.2-M	2025-02-12_24hr_Wire+Media+PCA_2_A-F	6760	114.7061516	0.98948	120.8094447	24	Wire included	Sterile medium	No DMSO	PCA	2	"Acidified, filtered"	53	No cells	115.6565887	116.2589359	5.47891919	109.9013855	120.8094447
24-2.3-M	2025-02-12_24hr_Wire+Media+PCA_2_A-F	6460	109.6156419	0.9974	109.9013855	24	Wire included	Sterile medium	No DMSO	PCA	3	"Acidified, filtered"	54	No cells	115.6565887	116.2589359	5.47891919	109.9013855	120.8094447
72-1.1-M	2025-02-14_72hr_Wire+Media+MeOH_1_A-F	8840	150.0003521	1.0041	149.3878619	72	Wire included	Sterile medium	No DMSO	MeOH	1	"Acidified, filtered"	49	No cells	163.9008786	159.3877491	17.21903347	149.3878619	182.9270247
72-1.2-M	2025-02-14_72hr_Wire+Media+MeOH_1_A-F	9420	159.8420042	1.00285	159.3877491	72	Wire included	Sterile medium	No DMSO	MeOH	2	"Acidified, filtered"	50	No cells	163.9008786	159.3877491	17.21903347	149.3878619	182.9270247
72-1.3-M	2025-02-14_72hr_Wire+Media+MeOH_1_A-F	10680	181.2221448	0.99068	182.9270247	72	Wire included	Sterile medium	No DMSO	MeOH	3	"Acidified, filtered"	51	No cells	163.9008786	159.3877491	17.21903347	149.3878619	182.9270247
72-2.1-M	2025-02-14_72hr_Wire+Media+PCA_2_A-F	8500	144.2311078	0.99832	144.4738238	72	Wire included	Sterile medium	No DMSO	PCA	1	"Acidified, filtered"	52	No cells	149.7643	144.4738238	10.5504688	142.9058263	161.9132499
72-2.2-M	2025-02-14_72hr_Wire+Media+PCA_2_A-F	9060	153.7333925	0.98948	161.9132499	72	Wire included	Sterile medium	No DMSO	PCA	2	"Acidified, filtered"	53	No cells	149.7643	144.4738238	10.5504688	142.9058263	161.9132499
72-2.3-M	2025-02-14_72hr_Wire+Media+PCA_2_A-F	8400	142.5342712	0.9974	142.9058263	72	Wire included	Sterile medium	No DMSO	PCA	3	"Acidified, filtered"	54	No cells	149.7643	144.4738238	10.5504688	142.9058263	161.9132499
168-1.1-M	2025-02-18_168hr_Wire+Media+MeOH_1_A-F	10400	176.4710025	1.0041	175.7504258	168	Wire included	Sterile medium	No DMSO	MeOH	1	"Acidified, filtered"	49	No cells	222.2734146	236.2051993	41.35619476	175.7504258	254.8646186
168-1.2-M	2025-02-18_168hr_Wire+Media+MeOH_1_A-F	13960	236.8783841	1.00285	236.2051993	168	Wire included	Sterile medium	No DMSO	MeOH	2	"Acidified, filtered"	50	No cells	222.2734146	236.2051993	41.35619476	175.7504258	254.8646186
168-1.3-M	2025-02-18_168hr_Wire+Media+MeOH_1_A-F	14880	252.4892804	0.99068	254.8646186	168	Wire included	Sterile medium	No DMSO	MeOH	3	"Acidified, filtered"	51	No cells	222.2734146	236.2051993	41.35619476	175.7504258	254.8646186
168-2.1-M	2025-02-18_168hr_Wire+Media+PCA_2_A-F	10240	173.756064	0.99832	174.0484654	168	Wire included	Sterile medium	No DMSO	PCA	1	"Acidified, filtered"	52	No cells	185.5156117	183.0555586	12.87466871	174.0484654	199.4428111
168-2.2-M	2025-02-18_168hr_Wire+Media+PCA_2_A-F	11160	189.3669603	0.98948	199.4428111	168	Wire included	Sterile medium	No DMSO	PCA	2	"Acidified, filtered"	53	No cells	185.5156117	183.0555586	12.87466871	174.0484654	199.4428111
168-2.3-M	2025-02-18_168hr_Wire+Media+PCA_2_A-F	10760	182.5796141	0.9974	183.0555586	168	Wire included	Sterile medium	No DMSO	PCA	3	"Acidified, filtered"	54	No cells	185.5156117	183.0555586	12.87466871	174.0484654	199.4428111
0-1.1-P	2025-03-18_0hr_Wire+10%inoc∆phz_1_A-F	100	1.696836562	1.30537	1.299889351	0	Wire included	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	63	Live cells	1.490517665	1.499484674	0.181666765	1.299889351	1.663211961
0-1.2-P	2025-03-18_0hr_Wire+10%inoc∆phz_1_A-F	100	1.696836562	1.23708	1.371646589	0	Wire included	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	64	Live cells	1.490517665	1.499484674	0.181666765	1.299889351	1.663211961
0-1.3-P	2025-03-18_0hr_Wire+10%inoc∆phz_1_A-F	120	2.036203875	1.25126	1.627322759	0	Wire included	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	65	Live cells	1.490517665	1.499484674	0.181666765	1.299889351	1.663211961
0-1.4-P	2025-03-18_0hr_Wire+10%inoc∆phz_1_A-F	120	2.036203875	1.22426	1.663211961	0	Wire included	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	66	Live cells	1.490517665	1.499484674	0.181666765	1.299889351	1.663211961
0-2.1-P	2025-03-18_0hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	1	1.696836562	0	No wire	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	67	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
0-2.2-P	2025-03-18_0hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	1	1.696836562	0	No wire	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	68	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
0-2.3-P	2025-03-18_0hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	1	1.696836562	0	No wire	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	69	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
0-2.4-P	2025-03-18_0hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	1	1.696836562	0	No wire	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	70	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
24-1.1-P	2025-03-19_24hr_Wire+10%inoc∆phz_1_A-F	59420	1008.260285	1.30537	772.3942522	24	Wire included	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	63	Live cells	934.4711245	956.0349904	126.1422392	772.3942522	1053.420265
24-1.2-P	2025-03-19_24hr_Wire+10%inoc∆phz_1_A-F	73820	1252.60475	1.23708	1012.549512	24	Wire included	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	64	Live cells	934.4711245	956.0349904	126.1422392	772.3942522	1053.420265
24-1.3-P	2025-03-19_24hr_Wire+10%inoc∆phz_1_A-F	77680	1318.102641	1.25126	1053.420265	24	Wire included	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	65	Live cells	934.4711245	956.0349904	126.1422392	772.3942522	1053.420265
24-1.4-P	2025-03-19_24hr_Wire+10%inoc∆phz_1_A-F	64900	1101.246929	1.22426	899.5204687	24	Wire included	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	66	Live cells	934.4711245	956.0349904	126.1422392	772.3942522	1053.420265
24-2.1-P	2025-03-19_24hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	1	1.696836562	24	No wire	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	67	Live cells	1.866520218	1.696836562	0.339367313	1.696836562	2.375571187
24-2.2-P	2025-03-19_24hr_NoWire+10%inoc∆phz_2_A-F	140	2.375571187	1	2.375571187	24	No wire	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	68	Live cells	1.866520218	1.696836562	0.339367313	1.696836562	2.375571187
24-2.3-P	2025-03-19_24hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	1	1.696836562	24	No wire	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	69	Live cells	1.866520218	1.696836562	0.339367313	1.696836562	2.375571187
24-2.4-P	2025-03-19_24hr_NoWire+10%inoc∆phz_2_A-F	100	1.696836562	1	1.696836562	24	No wire	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	70	Live cells	1.866520218	1.696836562	0.339367313	1.696836562	2.375571187
72-1.1-P	2025-03-21_72hr_Wire+10%inoc∆phz_1_A-F	147300	2499.440256	1.30537	1914.737014	72	Wire included	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	63	Live cells	1898.5025	1857.027577	143.339114	1784.901845	2095.053
72-1.2-P	2025-03-21_72hr_Wire+10%inoc∆phz_1_A-F	152740	2591.748165	1.23708	2095.053	72	Wire included	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	64	Live cells	1898.5025	1857.027577	143.339114	1784.901845	2095.053
72-1.3-P	2025-03-21_72hr_Wire+10%inoc∆phz_1_A-F	131620	2233.376283	1.25126	1784.901845	72	Wire included	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	65	Live cells	1898.5025	1857.027577	143.339114	1784.901845	2095.053
72-1.4-P	2025-03-21_72hr_Wire+10%inoc∆phz_1_A-F	129820	2202.833225	1.22426	1799.318139	72	Wire included	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	66	Live cells	1898.5025	1857.027577	143.339114	1784.901845	2095.053
72-2.1-P	2025-03-21_72hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	1	2.036203875	72	No wire	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	67	Live cells	2.121045703	2.036203875	0.169683656	2.036203875	2.375571187
72-2.2-P	2025-03-21_72hr_NoWire+10%inoc∆phz_2_A-F	140	2.375571187	1	2.375571187	72	No wire	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	68	Live cells	2.121045703	2.036203875	0.169683656	2.036203875	2.375571187
72-2.3-P	2025-03-21_72hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	1	2.036203875	72	No wire	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	69	Live cells	2.121045703	2.036203875	0.169683656	2.036203875	2.375571187
72-2.4-P	2025-03-21_72hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	1	2.036203875	72	No wire	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	70	Live cells	2.121045703	2.036203875	0.169683656	2.036203875	2.375571187
168-1.1-P	2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F	177660	3014.599836	1.30537	2309.383421	168	Wire included	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	63	Live cells	2139.839554	2116.166825	308.5517591	1840.475393	2486.549174
168-1.2-P	2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F	134180	2276.815299	1.23708	1840.475393	168	Wire included	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	64	Live cells	2139.839554	2116.166825	308.5517591	1840.475393	2486.549174
168-1.3-P	2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F	183360	3111.31952	1.25126	2486.549174	168	Wire included	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	65	Live cells	2139.839554	2116.166825	308.5517591	1840.475393	2486.549174
168-1.4-P	2025-03-25_168hr_Wire+10%inoc∆phz_1_A-F	138740	2354.191046	1.22426	1922.950228	168	Wire included	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	66	Live cells	2139.839554	2116.166825	308.5517591	1840.475393	2486.549174
168-2.1-P	2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	1	2.036203875	168	No wire	∆phz	No DMSO	Nothing added	1	"Acidified, filtered"	67	Live cells	2.036203875	2.036203875	0	2.036203875	2.036203875
168-2.2-P	2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	1	2.036203875	168	No wire	∆phz	No DMSO	Nothing added	2	"Acidified, filtered"	68	Live cells	2.036203875	2.036203875	0	2.036203875	2.036203875
168-2.3-P	2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	1	2.036203875	168	No wire	∆phz	No DMSO	Nothing added	3	"Acidified, filtered"	69	Live cells	2.036203875	2.036203875	0	2.036203875	2.036203875
168-2.4-P	2025-03-25_168hr_NoWire+10%inoc∆phz_2_A-F	120	2.036203875	1	2.036203875	168	No wire	∆phz	No DMSO	Nothing added	4	"Acidified, filtered"	70	Live cells	2.036203875	2.036203875	0	2.036203875	2.036203875
0hr 1.1 H	2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F	100	1.696836562	0.96747	1.753890624	0	Wire included	∆hcn	No DMSO	Nothing added	1	"Acidified, filtered"	71	Live cells	1.850983786	1.769337962	0.173783679	1.753890624	2.111368597
0hr 1.2 H	2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F	100	1.696836562	0.95652	1.773968722	0	Wire included	∆hcn	No DMSO	Nothing added	2	"Acidified, filtered"	72	Live cells	1.850983786	1.769337962	0.173783679	1.753890624	2.111368597
0hr 1.3 H	2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F	100	1.696836562	0.96154	1.764707201	0	Wire included	∆hcn	No DMSO	Nothing added	3	"Acidified, filtered"	73	Live cells	1.850983786	1.769337962	0.173783679	1.753890624	2.111368597
0hr 1.4 H	2025-07-07_0hr_Wire+10%inoc∆hcn_1_A-F	120	2.036203875	0.9644	2.111368597	0	Wire included	∆hcn	No DMSO	Nothing added	4	"Acidified, filtered"	74	Live cells	1.850983786	1.769337962	0.173783679	1.753890624	2.111368597
0hr 2.1 H	2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	0	No wire	∆hcn	No DMSO	Nothing added	1	"Acidified, filtered"	75	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
0hr 2.2 H	2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	0	No wire	∆hcn	No DMSO	Nothing added	2	"Acidified, filtered"	76	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
0hr 2.3 H	2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	0	No wire	∆hcn	No DMSO	Nothing added	3	"Acidified, filtered"	77	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
0hr 2.4 H	2025-07-07_0hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	0	No wire	∆hcn	No DMSO	Nothing added	4	"Acidified, filtered"	78	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
24hr 1.1 H	2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F	40880	693.6667866	0.96747	716.9904871	24	Wire included	∆hcn	No DMSO	Nothing added	1	"Acidified, filtered"	71	Live cells	728.5638674	729.9661094	35.12435636	686.1947939	768.1284567
24hr 1.2 H	2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F	43300	734.7302314	0.95652	768.1284567	24	Wire included	∆hcn	No DMSO	Nothing added	2	"Acidified, filtered"	72	Live cells	728.5638674	729.9661094	35.12435636	686.1947939	768.1284567
24hr 1.3 H	2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F	42100	714.3681927	0.96154	742.9417317	24	Wire included	∆hcn	No DMSO	Nothing added	3	"Acidified, filtered"	73	Live cells	728.5638674	729.9661094	35.12435636	686.1947939	768.1284567
24hr 1.4 H	2025-07-08_24hr_Wire+10%inoc∆hcn_1_A-F	39000	661.7662592	0.9644	686.1947939	24	Wire included	∆hcn	No DMSO	Nothing added	4	"Acidified, filtered"	74	Live cells	728.5638674	729.9661094	35.12435636	686.1947939	768.1284567
24hr 2.1 H	2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	24	No wire	∆hcn	No DMSO	Nothing added	1	"Acidified, filtered"	75	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
24hr 2.2 H	2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	24	No wire	∆hcn	No DMSO	Nothing added	2	"Acidified, filtered"	76	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
24hr 2.3 H	2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	24	No wire	∆hcn	No DMSO	Nothing added	3	"Acidified, filtered"	77	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
24hr 2.4 H	2025-07-08_24hr_NoWire+10%inoc∆hcn_2_A-F	100	1.696836562	1	1.696836562	24	No wire	∆hcn	No DMSO	Nothing added	4	"Acidified, filtered"	78	Live cells	1.696836562	1.696836562	0	1.696836562	1.696836562
72hr 1.1 H	2025-07-10_72hr_Wire+10%inoc∆hcn_1_A-F	89120	1512.220744	0.96747	1563.067324	72	Wire included	∆hcn	No DMSO	Nothing added	1	"Acidified, filtered"	71	Live cells	1424.867076	1497.075285	191.5652422	1142.250411	1563.067324
