metabolite,1.1.DD.0hr.1x.2026.05.28,1.1.DD.168hr.1x.2026.05.28,1.1.DD.24hr.1x.2026.05.28,1.1.DD.72hr.1x.2026.05.28,1.1.P.0hr.1x.2026.05.28,1.1.P.168hr.1x.2026.05.28,1.1.P.24hr.1x.2026.05.28,1.1.P.72hr.1x.2026.05.28,1.2.DD.0hr.1x.2026.05.28,1.2.DD.168hr.1x.2026.05.28,1.2.DD.24hr.1x.2026.05.28,1.2.DD.72hr.1x.2026.05.28,1.2.P.0hr.1x.2026.05.28,1.2.P.168hr.1x.2026.05.28,1.2.P.24hr.1x.2026.05.28,1.2.P.72hr.1x.2026.05.28,2.1.DD.0hr.1x.2026.05.28,2.1.DD.168hr.1x.2026.05.28,2.1.DD.24hr.1x.2026.05.28,2.1.DD.72hr.1x.2026.05.28,2.1.P.0hr.1x.2026.05.28,2.1.P.168hr.1x.2026.05.28,2.1.P.24hr.1x.2026.05.28,2.1.P.72hr.1x.2026.05.28,2.2.DD.0hr.1x.2026.05.28,2.2.DD.168hr.1x.2026.05.28,2.2.DD.24hr.1x.2026.05.28,2.2.DD.72hr.1x.2026.05.28,2.2.P.0hr.1x.2026.05.28,2.2.P.168hr.1x.2026.05.28,2.2.P.24hr.1x.2026.05.28,2.2.P.72hr.1x.2026.05.28,5.5.WT.0hr.1x.2026.05.28,5.5.WT.168hr.1x.2026.05.28,5.5.WT.24hr.1x.2026.05.28,5.5.WT.72hr.1x.2026.05.28,5.6.WT.0hr.1x.2026.05.28,5.6.WT.168hr.1x.2026.05.28,5.6.WT.24hr.1x.2026.05.28,5.6.WT.72hr.1x.2026.05.28,6.5.WT.0hr.1x.2026.05.28,6.5.WT.168hr.1x.2026.05.28,6.5.WT.24hr.1x.2026.05.28,6.5.WT.72hr.1x.2026.05.28,6.6.WT.0hr.1x.2026.05.28,6.6.WT.168hr.1x.2026.05.28,6.6.WT.24hr.1x.2026.05.28,6.6.WT.72hr.1x.2026.05.28
151.89717@1.2,1650,2359,2899,2447,2487,2500,3081,1461,3996,2126,2781,3265,1901,977.7,1468,4285,4591,4362,5854,6011,1665,3385,3371,3453,4200,7898,5818,7227,5195,3892,4564,3577,3414,1110,2025,1284,2653,1033,2915,1184,3546,3234,2309,2494,4033,2867,2621,4407
503.85471@1.21,0,0,214.3,168.3,0,293.1,302.2,243.4,131.2,170.5,319.7,718.9,0,0,226.2,903.5,0,0,0,0,0,0,0,0,0,0,117.4,0,0,0,0,0,0,227.1,0,345.8,0,269.2,354.1,257.6,0,0,0,0,0,0,0,0
256.89241@1.21,525.1,2858,2602,2511,368.4,2719,2840,2841,583.9,2501,3667,4863,672.7,1667,2728,7891,833.9,0,330.8,349.5,0,236.4,388.4,408,391.2,447,379.2,393.4,1042,282.3,334.7,0,573.1,2408,2834,3195,355.4,1745,4020,2411,273.4,325.7,361,359.5,778.1,297.9,0,0
317.02142@1.21,174.7,189.7,0,0,0,1122,223.7,220.5,785.8,207.4,204.1,0,1278,1332,1083,474.5,915.4,0,0,0,1602,1264,1113,1121,355.9,0,0,0,1360,1213,1420,1310,673.2,0,150.2,226.8,0,0,0,0,465.5,0,0,0,694.1,0,0,0
348.91355@1.21,1240,602.8,1316,1282,726.5,1351,1886,515.3,2284,1060,2557,1077,2681,667.6,4538,2179,2904,0,0,0,490.7,126.1,0,0,2098,1131,814.6,0,5266,0,300.7,0,1944,1609,1296,1637,367.8,0,1493,1606,1088,0,0,0,2657,0,0,0
330.94929@1.22,0,357.8,0,318.2,243.4,426.6,448.5,511.8,470.8,314.2,548.8,0,512.7,276.2,651.1,1106,490.3,0,0,0,179.2,0,0,0,1060,0,0,0,1648,0,0,0,470.7,303.5,0,384.5,251.6,0,515.7,382.2,294.6,0,0,0,0,0,0,0
424.9506@1.21,0,321.8,228.1,302.1,0,261.4,0,216.6,0,347,357.2,391.6,0,229.1,247.4,347.1,249.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345,240.8,0,526.1,0,0,311.4,251.3,0,0,0,0,0,0,0,0
250.90633@1.22,1003,0,0,1237,0,2470,4754,2762,7022,1661,0,8203,0,1809,2903,18500,0,0,0,0,1703,0,0,5993,8292,36620,0,23420,21160,6121,11340,5391,12550,2065,1986,3794,2732,1844,1835,2720,0,0,0,2545,0,0,0,0
423.9914@1.2,0,631.4,574,622.1,0,370.4,314.3,326.5,0,630,704.1,998.5,0,463.8,197.4,969.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,564.8,693.7,673,0,586.4,715.8,393,0,0,0,0,0,0,0,0
243.90606@1.21,0,3735,2908,3173,397.6,2697,2312,2865,376.8,3727,3483,4284,0,2572,0,4670,1154,282.7,351.2,346.3,426.4,0,0,327.1,414.5,431,489.6,367.7,0,0,297.7,296.8,317.5,3199,3213,3299,0,2309,3112,2871,271.1,0,0,0,0,0,239.7,0
438.77227@1.22,149.9,247.3,236.7,0,195,253.3,268.8,211.7,195.2,263.3,236.8,689.9,0,147.2,283.4,862.2,257,0,317.1,180.9,0,0,176.7,235.1,240.8,609.3,529.8,996.2,338.4,212.8,237.6,0,276.5,0,240.8,272.9,0,0,353.7,0,214,0,225.6,216.5,0,0,204.1,0
500.83683@1.22,0,0,0,0,0,231.4,309.7,0,293.4,0,356.9,0,273.5,139.5,696.1,1224,396.4,0,0,0,0,0,0,0,309.8,0,0,0,765.5,0,0,0,296.9,166.8,255.5,244.4,0,197.6,318,176.1,170.6,0,0,0,294.7,0,0,0
384.87362@1.21,0,242.3,266.5,259.3,197.3,331.6,324.9,369.2,315,425.7,959.2,1035,266,244.6,313.4,1636,319.8,0,0,0,164.2,171.7,0,0,202,284.5,0,0,522.3,128.1,0,0,278.5,320.7,244.6,344.7,163,279.8,408.7,322.5,207,0,0,0,0,0,138.7,0
596.90396@1.2,0,137.9,154.5,0,0,156.9,240.8,141.5,0,0,524.8,248.9,0,0,415.8,641.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,197,236.8,0,0,337.5,157.4,0,0,0,0,124.5,0,0,0
569.65149@1.22,0,0,0,0,0,0,0,0,0,0,0,0,116.2,0,0,0,0,192.2,0,0,0,0,0,0,168.3,763.2,757,334.6,173.4,0,213.2,119.2,220.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
248.90962@1.21,0,9538,9153,9649,595,8241,6493,8154,0,10260,11150,10790,0,9109,7465,11610,912.5,897.8,1015,2730,0,0,708.9,0,1030,10110,4513,2950,6154,697.3,1033,485.3,1873,9714,5836,9886,725.6,8918,7891,9232,0,675.9,0,0,720.4,655.3,0,573
424.79505@1.22,266.1,234.3,176.1,0,295.3,249.2,254.9,0,1435,206.7,198.9,141.4,1337,228.8,313.7,374.2,1423,214.1,262.1,252.2,238.5,166,209.1,231.5,929.6,1246,951.1,594.3,2374,249.5,316.3,234.4,1207,241.4,278.5,239.4,260.3,185.6,251.9,262.2,858.3,0,135.7,0,1642,0,0,160.7
595.90017@1.21,0,0,239.8,0,0,209.8,297.7,178.7,0,155.7,449.3,183,0,183,590.1,929.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,203.7,256.2,294.5,0,0,327.5,186.3,0,0,0,0,0,0,0,0
430.90285@1.21,0,0,0,159.4,0,166.2,190.2,157.5,790.5,0,205.9,202.9,342.8,143.1,139.6,185.1,866.5,0,0,0,0,0,0,0,0,0,0,0,1168,0,0,0,648.1,199.7,206.4,0,0,180.3,0,0,288.1,0,0,0,696.7,0,0,0
435.03931@1.2,0,0,0,0,0,0,0,0,207.1,0,274.7,1064,0,0,0,115.3,254.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
484.84441@1.22,0,0,0,0,164.3,0,0,0,781.3,0,112.5,0,0,0,183.5,0,781.2,0,0,0,0,0,0,0,557,127.2,0,0,875.6,0,0,0,417,0,196.9,130.2,0,0,0,0,562.3,0,0,0,581.2,0,0,0
168.94362@1.22,676.3,6048,6428,6628,527.3,5304,5180,5483,651,6954,6650,8010,507.9,5292,4815,8224,882,0,344,468.2,482,294.4,412.1,0,796.8,0,619.2,0,0,0,0,0,587.8,6499,6375,7733,511.8,7026,6076,7018,593.1,441,244.9,0,595.2,0,377.2,317.6
146.09007@1.22,204.5,0,0,0,243.1,1588,477.4,501.3,349.5,0,359.8,325,0,583.5,801.3,406.9,0,316.8,0,363.3,659.7,653.4,0,630.2,279.9,329.2,328.8,401.8,685.6,647.2,0,1232,282.7,255.5,0,276,337.1,263.4,292.5,281.8,0,225,253.5,190.3,330.2,6634,0,3912
444.85485@1.22,0,148,555.9,0,123.4,154.6,179.5,145.1,0,0,179,234.6,0,217.8,0,240.3,200.4,0,0,0,0,0,0,0,0,0,0,0,214.1,0,0,0,0,220.4,0,245.2,0,231.4,202.6,223.1,173.4,0,0,0,0,0,0,0
514.85375@1.21,0,0,0,0,145.8,0,222.6,0,0,0,0,0,428.5,0,295.1,146.8,0,0,0,0,138.1,0,0,0,106.6,0,0,0,1304,0,0,0,581.8,0,122.9,0,0,0,134.2,0,0,0,0,0,512.6,0,0,0
413.05@1.21,0,492.3,368.8,370,0,314.7,247.8,281.1,119.7,554.5,598.5,833.3,0,279.4,198.8,570.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,547.8,0,264.8,302.2,267.5,0,0,0,0,0,0,0,0
289.94185@1.22,0,1990,2024,1755,195.5,1699,1714,1831,0,2182,2279,2459,208.4,1648,1484,2617,0,0,0,0,227.4,0,116.7,131.4,212.7,0,1659,898,0,176.1,0,130,0,1615,1489,1845,0,1763,1732,1769,136,0,0,0,0,0,0,0
314.91907@1.22,224.8,251.4,0,0,0,245.2,297.9,323,852.2,227.8,339.6,292.8,0,0,0,420.1,522.4,162.9,0,142.5,176.2,153,0,0,321.5,0,0,0,406.1,151,0,0,344.6,271.1,0,314,0,300.9,250,233.4,0,135.3,0,0,556.6,0,0,0
537.71407@1.22,0,0,0,0,0,0,0,0,256.3,0,0,0,228,0,0,354.9,226.2,0,182.4,170.6,129,0,177.6,0,130.6,1950,1136,593.4,1162,0,179.9,131.4,258.8,0,110.9,0,0,0,0,124.8,198.3,0,0,0,291.7,0,0,0
368.92567@1.22,0,246,326.8,264.2,0,380.2,1221,246.5,152.3,233.2,873.3,620.5,0,250.5,1225,1355,167.6,0,0,0,0,0,0,0,0,0,0,0,283.7,0,0,0,140.3,194.6,299.2,306.8,0,307.6,967.9,301.3,133,0,0,0,0,0,0,0
233.00989@1.22,321,1267,1128,599.3,19050,915.2,24550,1366,644,1034,1487,1118,18310,336.5,11890,893.3,0,0,276.6,0,12490,173,219.6,246.8,831,0,0,0,21290,200.7,194.5,189.1,18410,1141,6322,916.6,10200,424.9,14160,1189,12180,0,0,0,14280,0,0,205.2
346.9471@1.22,0,1120,624.7,1070,133.7,1275,1159,1348,234.1,1272,1597,2315,656.3,785.1,1239,3534,193.8,0,0,0,176.3,0,0,0,217.1,0,0,0,586.2,0,0,0,459,997.8,1300,1438,168.7,1070,1370,1230,151,0,0,0,282.2,0,0,0
247.88228@1.23,1336,992,1088,1019,1510,1091,1153,1137,1761,1152,1167,1264,1471,979.5,1270,1530,1278,4634,4631,2904,1053,1864,1838,1927,4030,3184,3363,3187,0,1900,2241,1941,1719,0,998.6,1175,1231,939.4,1589,0,0,2860,1376,1461,0,3230,1558,1869
229.99276@1.22,0,297.8,415.2,332.2,194.9,259.9,315.6,266.8,355.5,344.6,0,396.9,198.3,255.6,319,381.1,646.9,139.5,171.2,209,204.2,146.1,169.8,0,318.5,0,168.6,204.8,212.4,0,136.7,0,202.1,608,698.3,793.6,164.5,367.3,973.3,607.5,186.3,0,0,0,220.8,0,0,0
242.87168@1.24,926,0,0,515.4,896.7,772.9,886.1,856.1,0,768.5,0,951.4,0,633.6,861.3,1504,0,1109,1364,1325,0,785.9,839.2,825.6,1371,2625,0,2244,1795,858.7,1321,831.6,1466,0,830.9,0,686.4,588.8,964.8,750.4,981.4,597.3,0,0,0,0,0,860.3
328.89654@1.22,275.8,664.4,481.6,435.5,220.4,378.4,832.9,619.3,0,759.3,1139,1457,298.6,352.7,454.9,2280,373.1,0,0,0,133.2,166.1,178.6,0,300.4,0,0,0,218.9,154.1,246.3,0,348.3,391.8,495.3,738.5,256.6,530.2,1390,650.9,0,0,134.7,0,279.1,0,0,0
324.10873@1.23,0,0,0,0,0,0,0,0,0,0,0,0,246.6,0,177,802.3,0,0,0,0,0,0,0,0,0,0,0,0,329.9,0,0,0,0,0,0,0,0,0,0,0,199.7,0,0,0,0,0,0,0
473.79022@1.23,0,145.6,0,0,144,193.1,212.4,0,172.7,182.7,257.5,0,0,121.4,164.6,567.7,0,0,0,0,0,0,0,0,130.8,0,0,0,0,0,0,0,189,0,189.7,0,0,0,233.2,201.5,179,0,0,0,0,0,0,0
533.83025@1.22,0,192.8,0,0,0,135.7,168.7,217.9,0,145.8,210.8,0,0,0,154.2,581.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108.9,0,0,233.7,107.7,0,0,0,0,0,0,0,0
402.86346@1.22,291.9,292.1,831.8,336.1,231.5,276.5,288.9,281.6,762.3,0,367.1,0,398,260.4,1271,481.6,820.1,0,214.3,171,183.8,0,0,156.5,452,0,0,220,440.7,146.8,213.3,115.6,383.2,278.5,0,371.1,0,258.9,279,290.2,314.7,0,0,0,873.9,0,0,0
554.66829@1.23,0,0,0,0,0,0,148.5,0,0,0,0,0,242.8,0,0,1007,0,146.1,251.6,178.5,0,0,0,0,218.6,2252,572.8,799.7,1083,0,287.5,193.1,372,0,128.3,0,0,0,0,109.5,201.9,0,119.4,159.9,0,129.6,134.3,0
291.97422@1.22,247.3,214.6,256.7,226.5,0,133.6,0,192.7,378.3,267.3,0,240.5,185.8,0,301.6,221.1,594.9,0,0,0,152.3,0,0,0,647.8,0,0,0,257.4,0,0,0,151.1,174.1,0,226.6,0,168.3,183.6,0,0,0,0,0,0,0,0,0
142.94674@1.23,8312,3054,3351,0,2000,4932,7669,9070,14650,6074,3043,7677,2864,3461,7471,1987,9803,1074,1056,1146,4583,1022,887.3,879.8,0,1012,827.6,1129,10380,0,931.2,954,2592,7186,11950,8150,5998,8223,9901,7393,0,853.4,884.8,708.8,11690,805.6,674.8,598.4
596.72543@1.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,246.6,0,0,0,0,0,0,0,0,0,999,0,240.9,249,0,0,0,0,0,0,0,0,0,106,0,0,0,0,0,0,0,0,0
186.07516@1.21,2096,9040,35890,0,1394,1426,4214,2943,17570,10620,17060,16730,0,1155,1697,30960,16400,4855,5448,6246,913.4,1021,980.4,1048,0,19740,4142,3364,4793,1023,1276,842.8,0,1729,2235,2652,1249,2481,3559,0,0,1090,976.8,1163,0,724.8,688,1486
593.90031@1.21,0,369.7,323.6,332.7,0,564.2,0,482.1,0,530.9,544.9,955.2,0,343.3,321.4,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,421.1,405.8,567.9,0,389.9,842.7,353,0,0,0,0,0,0,0,0
340.13962@1.22,0,0,0,0,0,0,530.3,0,0,0,0,0,1297,0,1625,0,0,0,0,0,199,0,0,0,0,0,0,0,2928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
491.67982@1.23,135.9,151.4,0,0,0,0,0,187.2,0,0,0,145.4,252.7,0,0,310,178.5,569.7,852.4,707.5,0,236.3,242.7,235.1,175.5,1425,1345,992.2,233.5,214.4,350.2,138.8,273.5,0,0,0,0,115.7,0,0,170.7,192.1,167.4,0,0,0,0,0
393.86081@1.22,0,254,346.2,370.2,141.2,0,213.7,289.9,0,0,273.5,0,0,809.9,211.3,226,0,0,0,0,0,0,0,0,182.6,0,0,191.8,166.1,0,0,0,193.1,814.3,304,367.8,117.7,371.3,312.5,363.8,0,0,0,0,0,0,0,0
441.03307@1.21,0,0,0,133.6,0,0,0,0,0,447.9,248.3,672.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
336.95049@1.22,0,0,365.8,264.6,239,0,539.5,274.8,383.3,247,0,343.6,0,187.4,339,257.4,423.8,0,0,0,192.1,0,0,0,230.6,0,0,0,870.4,0,0,154.5,388.8,205.6,301.1,0,0,0,387.4,0,323.4,0,153.1,0,425.8,0,186,0
348.03007@1.22,0,299.2,0,217.2,0,197.5,204.9,163.8,0,326.3,0,350.8,726.5,0,0,655.8,0,1076,1377,1480,0,0,173.6,0,0,4021,3175,2035,0,116.3,294.7,0,0,267.8,176.7,315.1,0,198.8,0,229.5,0,0,0,206,0,0,208.6,718.4
460.92426@1.24,0,0,0,0,0,0,125.9,160.6,0,0,129.8,0,327.8,0,149,0,0,0,0,0,0,0,0,0,0,0,0,0,729.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.8,0,0,0
486.8494@1.22,0,144.1,205.2,0,0,0,215.4,143.7,313,142.8,0,0,0,0,0,206.5,309.9,0,0,0,0,0,0,0,0,0,0,0,681.8,0,0,0,245.9,0,212,0,0,185.8,192.5,0,239.2,0,0,0,270.3,0,0,0
580.81718@1.24,0,0,0,0,0,0,0,0,0,0,172.2,0,182.3,0,0,229.4,198.1,0,0,0,0,0,0,0,135.8,0,0,0,704.4,0,0,0,245.4,0,0,0,0,0,0,0,198.3,0,0,0,272.9,0,0,0
534.70914@1.23,0,0,141.8,0,157.7,147.1,0,0,0,0,224,0,189.3,0,173.4,303,179.8,245.8,274.6,279.7,0,0,0,148.4,150.5,1375,1014,632.7,567.5,182.1,234.5,185.6,189.7,0,0,128.4,0,115.5,149.5,118.6,145.5,137.8,111,116,222.3,0,0,222.6
224.87667@1.23,390.9,0,1126,0,826,527.8,901.9,0,3695,710.9,1992,1082,2570,540.5,1600,2601,3856,0,636.3,593.8,624.6,458.7,602.6,603.1,2656,0,598.5,590.9,4271,566.5,613.7,450.6,3104,560.6,822.4,1140,604.9,501.5,920.1,642.9,2523,520.2,0,384,3450,0,1312,1463
532.69239@1.24,0,0,0,0,0,0,0,0,166.2,0,0,0,228.3,0,0,205.5,0,228.2,363,357.9,0,192.5,0,0,207.4,1263,1279,928,295.2,157.7,351.7,189,264.7,0,129.3,0,0,0,168.3,0,200.9,0,0,0,0,0,0,253.2
519.8089@1.21,0,0,0,0,0,199.6,0,189.5,517.2,0,155.9,195.9,216.7,0,181.1,332.4,386.4,0,0,0,0,0,0,0,191.6,0,0,0,260.3,0,0,0,293,0,138,206.3,0,0,225.3,140.6,231.4,0,0,0,300.8,0,0,0
150.94742@1.23,0,1041,961.4,998.7,710.8,1656,1925,2025,1155,1080,2620,4251,672.4,903.1,956.6,1300,1061,6172,774.6,0,0,735.2,757.9,1758,1068,1470,7363,1316,975.5,783.7,1016,843.3,960,956.5,1678,989,660.9,881.5,1093,2053,870.1,546.7,537.1,718.1,1002,0,0,864.1
362.95887@1.23,0,0,0,0,1593,0,2067,0,194.9,247.9,196.4,0,5414,138.6,2831,0,0,0,0,0,1282,0,0,0,0,0,0,0,9037,0,0,0,2996,165.4,322.6,142.2,937.2,205.3,1332,0,2040,0,0,0,3362,0,0,0
470.73656@1.23,213.8,0,229,142.9,0,188.6,193,0,279.2,155.3,228.8,0,290.5,183.5,192.4,1035,231.6,744.2,1048,1245,145.8,202.6,309.8,226.9,253.3,2745,1428,1203,2196,196,263.5,269.7,365.4,0,195.8,151.6,218,197.6,171.7,0,254.4,0,0,257.2,821.3,218.2,262.5,365.7
567.65462@1.23,0,0,0,0,0,0,0,0,242.3,0,0,0,0,0,0,280.2,264.7,251.9,361.6,615.2,0,109.3,119.1,116.5,143,1113,1166,899.7,317.4,167.5,0,0,0,0,0,0,0,0,0,0,198,0,0,0,268.4,0,0,167.2
134.11586@1.23,746,0,614,0,2490,20470,2352,2533,1119,688.8,741.8,641.4,34360,17120,22670,2529,835,842.9,647.1,705.3,22060,17910,22600,23530,831.9,637.2,783.7,0,22420,19210,21350,20040,45020,35800,37630,42580,37400,31890,35400,32360,50940,5067,5561,4580,38390,34710,34050,37820
209.95205@1.22,252.1,1713,2701,1731,157.7,710.1,949.9,1259,360.8,1537,1858,1581,303.1,1114,411.7,1237,330.3,0,144.5,0,0,0,0,0,0,0,137.6,0,373.8,0,0,0,215.3,1347,0,1325,233.5,1142,980.9,527.3,239.2,0,163.8,0,314.8,0,119.6,0
341.92476@1.23,224.6,380.5,438.7,356.6,123.2,453.5,477,468.1,234.1,403.3,853.7,1209,255.9,356.4,0,1430,722.4,154.4,0,0,0,0,0,187.4,0,207.3,0,211.7,0,0,177,0,231,373.9,442.2,477.4,0,321.4,575.4,0,160.3,0,0,0,225.5,0,0,0
513.85942@1.23,0,0,0,0,220.7,0,298.7,0,0,0,145.6,0,1015,0,518,0,0,0,0,0,116.5,0,0,0,0,0,0,0,1838,0,0,0,718,0,0,0,0,0,208.7,0,257.5,0,0,0,672.9,0,0,0
400.79013@1.23,0,513.4,500.4,951.9,0,946,786.4,1492,941.5,1218,1501,1634,416.1,833.6,1106,2732,0,338.3,947.1,0,211.3,326,319.9,320.7,405,3425,1487,639.7,2603,322.2,997.6,329.3,491.7,582.1,542.8,1491,299.9,1043,0,1471,333,300.8,0,244.9,1557,0,324.5,363.4
126.04984@1.23,366.1,334.9,742.4,406.4,247.1,402.1,375.4,0,349.7,812.1,581.6,776.3,324.5,0,389,1715,413.2,1444,1606,1811,305.3,752,862.1,644.9,388.3,3699,2216,2614,346.6,1052,1452,1015,357.6,328.6,0,780.8,305.3,0,764.1,309.2,285.7,1221,388.2,617,0,0,0,1381
483.82731@1.24,339.8,0,0,0,673.7,157.8,181.2,205.9,2292,137.6,233.6,178.5,1844,0,196.5,217.7,2447,0,0,0,0,0,0,0,1320,351.4,0,0,3020,0,150.9,0,2038,0,195.3,164.1,0,0,0,176.8,1463,0,0,0,2358,0,0,0
347.83934@1.23,366.7,747.5,630.3,1683,399.5,586,563.3,1231,1096,609.9,1446,2167,837.9,1340,1533,2695,1546,589.5,1794,1639,0,294.2,426.2,478.1,485.5,10510,5147,3088,4179,442.5,1646,473.4,1624,1843,643.2,1631,343.1,1805,658.3,1388,1045,348.2,361.3,365.1,1472,345.5,361.4,391.4
174.14434@1.22,0,316.3,0,443.2,490.6,397.9,374,369,496.3,0,432.7,521.8,393.7,306.4,562.6,579.2,465.8,462.6,427.7,1003,374.7,606.9,642.4,800.8,454.3,677.1,942,730.4,537.1,687.7,628.3,591.8,745.5,616.2,739.7,511.2,734.1,517,855.4,755.6,881.1,583.3,722.6,783.3,521.1,5885,509.1,1307
345.91695@1.23,0,654.8,1054,729.2,0,814.6,830.2,1148,0,972.2,1301,1424,242.9,298.7,1042,3666,237.4,0,0,153.8,151.5,228.7,177.1,203,0,527.3,410.8,212.2,306.6,0,275.2,0,219.8,368.4,682.1,521,0,537.5,1116,714.1,238,0,0,0,205.7,0,0,0
200.94341@1.23,610.8,6615,3792,9701,561.4,2979,1430,2393,0,4536,8428,2679,465.3,1668,2244,1770,416.8,677.9,0,700.5,460.9,0,603.5,610.4,0,793.6,601.7,811.7,0,489.8,628.4,0,547.3,1892,3994,4073,511.4,1916,3150,1892,392.6,0,501.1,411.4,0,532.4,421.4,679.5
482.82654@1.23,181,192.8,259.8,247.3,206.8,229.9,161.6,254.4,778.7,140.9,312.2,213.7,804.9,0,208.2,662.9,440.8,215.4,143.1,0,133.8,0,192.3,0,337.8,0,215.2,185.7,1131,0,0,0,323.3,165.3,199.2,201.9,198.1,230.4,211.2,0,0,0,0,0,716.2,0,0,0
457.0175@1.22,0,0,0,0,0,0,0,0,0,243.4,198.6,796.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439.74984@1.23,0,220.3,0,0,0,241.1,0,301.3,1164,0,310.4,828.7,1137,179.3,265.9,2560,1371,978.6,1787,1392,239.9,332.6,332.5,368.6,831,5477,3861,2981,3200,377.5,1117,604.5,1303,245.3,187.7,238.8,271.5,227.1,323.5,234,989.1,307.3,166.7,299.7,1453,250.7,256.7,871.6
310.8341@1.24,1963,3137,3425,2893,889,4431,2796,2625,0,3227,4395,4471,385.5,2271,3832,7019,424.8,513,490.4,449.1,331,458.3,313,464.7,983.8,0,543,0,473.3,515.4,450.3,433.5,408,2867,3180,3154,419,2330,5181,2944,389.5,668,385.1,0,0,341.7,688.8,382.5
590.6284@1.24,0,0,0,0,0,0,0,0,155.9,0,0,0,177.9,0,0,270.9,245,201,428.5,293.5,0,140.2,0,0,178.4,1459,904.9,743,376,119.9,228.8,0,0,0,0,0,0,0,0,0,0,117.2,0,0,271.5,0,0,0
348.92383@1.22,711.1,568.1,1239,0,0,494.1,887.5,0,1415,409.3,1545,573.8,1413,515.8,2156,890.1,1798,0,0,0,323.6,0,0,0,0,0,0,0,2683,0,0,0,0,774,0,670.8,346.7,0,735.2,586.6,691.1,125,145.5,0,1443,0,0,0
339.78574@1.23,841.1,986.1,298.9,358.6,494,754.4,817.3,994.6,2454,0,1844,2324,1835,279,1665,3455,2358,2392,5067,3572,0,1193,1526,1400,1418,8435,7426,6126,5320,1299,2514,1398,1218,304.9,377.7,654.1,394.2,230.2,929.1,371.6,1963,749.8,569.9,807.5,3897,748.8,1016,2012
414.10324@1.23,0,0,130.6,192.2,0,0,0,0,0,1198,356.8,1586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,170.3,0,0,166.3,0,0,0,0,0,0,0,0,0
421.1099@1.23,0,0,0,0,0,0,0,0,0,0,0,0,245.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,635.7,0,0,0,0,0,0,0,0,0,0,0,239.8,0,0,0,416.9,0,0,0
340.79532@1.23,1008,0,2882,0,0,403.7,2318,3512,2800,429.2,590,1558,2555,322.9,1294,1284,2973,1875,3313,2833,329.6,857.6,1084,1020,1501,6976,6055,2363,1798,1063,2166,1315,3301,0,3775,435,419.2,1210,3434,362.3,992.8,1077,340.6,649.2,2961,355.1,454.7,1137
499.82219@1.24,0,232,271.9,224.3,0,263.3,339.6,287.9,0,162.9,880.7,388.5,390.4,191.1,932.9,818.5,737.6,0,0,0,0,0,0,0,0,0,1139,366.4,1038,0,0,0,0,230.7,291.5,290,0,212,419.6,0,0,0,0,0,444.9,0,0,0
437.75179@1.23,312.2,325.8,359.3,272.3,406.1,682.5,386.6,876.7,2289,275.5,1081,2142,2235,258.7,871.8,4876,2558,1676,4068,3121,234.4,891.6,957.2,1019,1292,12150,8608,5695,7681,1104,2435,1140,2603,0,308.1,286.5,336.8,198.7,842.7,257.3,1725,475.2,232.2,367.7,3253,0,375.9,1327
416.84112@1.23,167,183.7,173.1,254.3,264.7,159,354.9,227.5,0,175.3,192.9,256.5,686.2,174.7,369.1,734.3,193.8,0,0,0,260.1,165,0,0,192.8,1246,761.2,527.2,1099,108.1,128.8,0,0,164.2,249.9,221.1,215.4,244.6,310.4,208.2,271.4,0,156,0,326.6,0,131.3,0
249.95867@1.24,261.9,571.1,0,676,0,375.6,448.3,504.1,258.1,0,1249,674.3,269.8,0,581.9,926.9,0,0,0,0,197.7,0,163,262.9,251.7,0,0,0,0,205.1,0,0,0,668.9,0,0,217.4,525.6,605.9,557,0,226.6,166.4,0,0,0,228.6,0
559.67827@1.24,0,0,0,0,0,0,0,0,203,0,0,0,199.7,0,0,777.5,244.7,216.8,326.4,315.5,0,0,146.4,0,0,1760,1165,950.3,1265,0,0,195.2,249.6,0,0,0,0,0,0,0,192.8,0,0,0,615.3,0,0,155.8
