metabolite,1.1.DD.0hr.1x.2026.05.28,1.1.DD.168hr.1x.2026.05.28,1.1.DD.24hr.1x.2026.05.28,1.1.DD.72hr.1x.2026.05.28,1.1.P.0hr.1x.2026.05.28,1.1.P.168hr.1x.2026.05.28,1.1.P.24hr.1x.2026.05.28,1.1.P.72hr.1x.2026.05.28,1.2.DD.0hr.1x.2026.05.28,1.2.DD.168hr.1x.2026.05.28,1.2.DD.24hr.1x.2026.05.28,1.2.DD.72hr.1x.2026.05.28,1.2.P.0hr.1x.2026.05.28,1.2.P.168hr.1x.2026.05.28,1.2.P.24hr.1x.2026.05.28,1.2.P.72hr.1x.2026.05.28,2.1.DD.0hr.1x.2026.05.28,2.1.DD.168hr.1x.2026.05.28,2.1.DD.24hr.1x.2026.05.28,2.1.DD.72hr.1x.2026.05.28,2.1.P.0hr.1x.2026.05.28,2.1.P.168hr.1x.2026.05.28,2.1.P.24hr.1x.2026.05.28,2.1.P.72hr.1x.2026.05.28,2.2.DD.0hr.1x.2026.05.28,2.2.DD.168hr.1x.2026.05.28,2.2.DD.24hr.1x.2026.05.28,2.2.DD.72hr.1x.2026.05.28,2.2.P.0hr.1x.2026.05.28,2.2.P.168hr.1x.2026.05.28,2.2.P.24hr.1x.2026.05.28,2.2.P.72hr.1x.2026.05.28,5.5.WT.0hr.1x.2026.05.28,5.5.WT.168hr.1x.2026.05.28,5.5.WT.24hr.1x.2026.05.28,5.5.WT.72hr.1x.2026.05.28,5.6.WT.0hr.1x.2026.05.28,5.6.WT.168hr.1x.2026.05.28,5.6.WT.24hr.1x.2026.05.28,5.6.WT.72hr.1x.2026.05.28,6.5.WT.0hr.1x.2026.05.28,6.5.WT.168hr.1x.2026.05.28,6.5.WT.24hr.1x.2026.05.28,6.5.WT.72hr.1x.2026.05.28,6.6.WT.0hr.1x.2026.05.28,6.6.WT.168hr.1x.2026.05.28,6.6.WT.24hr.1x.2026.05.28,6.6.WT.72hr.1x.2026.05.28
665.402@9.24,0,0,0,0,0,0,0,115.5,0,0,0,0,0,0,0,124.1,0,1079,0,0,0,0,0,140.6,0,1299,0,1360,0,187.3,0,0,179.4,0,173.6,0,244.2,0,0,0,239.5,0,189.3,145.6,218,0,0,129.2
296.11123@9.25,280.5,1642,0,0,1625,4130,1505,1952,326.3,320.8,0,0,694.5,1986,1829,1006,440.6,0,0,3803,610.4,8454,3399,9595,0,5574,2749,4108,2386,6516,3455,6738,0,2418,2026,1230,1976,1530,1743,2134,1181,7484,5592,0,1215,5864,5461,4601
213.08979@9.25,0,0,785.8,813.3,1192,2854,3372,4605,724.5,0,550.5,0,826.4,1218,1070,967.5,721.7,7931,7970,6301,846.7,9594,9332,13440,786.4,7565,6238,5762,1043,10500,7948,8102,0,1780,1131,0,1264,0,1203,0,1094,13760,13130,17530,836.8,14720,8747,15080
239.11958@9.26,970.6,941.3,905.9,941.5,998.1,0,834.4,983.4,870.3,954,1029,943.3,904.8,885.9,889.7,872,867.3,947.8,915.3,948.4,734.3,874.4,764.3,1004,721.9,902.7,956.6,0,707.5,882.7,0,877,933,3076,25860,3537,922.5,32310,5410,3079,796,1109,1715,0,1202,0,2068,0
295.11603@9.26,1308,10330,15560,7227,13610,29000,23560,26530,1104,15480,14940,6598,6604,13280,19610,8294,1381,58480,30200,47120,9565,44060,34880,25970,6198,49820,32270,29470,7420,73720,42770,53390,22210,17860,18550,13790,19550,17970,18890,16120,10350,74670,54430,66310,6503,74360,54300,64290
185.09437@9.27,368,0,362.3,492.7,0,802.3,670.2,585.6,381.1,0,519,0,426.9,510.8,531.1,385.3,421.1,3567,2308,3031,447.9,2039,1044,5406,374.6,3887,980.9,2642,506.1,4171,1302,3333,417.9,0,0,562.1,506.6,531.6,510.5,0,0,10310,2285,7430,454.2,8073,2785,5224
605.2467@9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229.1,1302,487.5,0,0,0,0,0,381.7,362.2,207.4,0,0,0,0,0,0,0,0,0,0,0,0,0,156.4,0,194,0,0,0,0
390.24803@9.27,196.8,0,0,0,0,3855,3233,3424,564.1,0,0,0,300.7,489,1464,2083,233.8,261.3,2001,0,0,0,2865,1536,248.4,520.5,0,0,0,245.9,511.3,224.4,290.3,242.6,516.2,1140,249.8,230.5,326.2,0,245.8,282.3,1971,1186,170.9,267.7,0,263.8
275.12736@9.27,2704,3863,3238,3556,2911,4691,4168,3530,2017,2275,2479,2242,1425,1341,2053,1774,1349,9302,9087,9950,2294,5803,6268,7612,2503,8467,7653,7719,3107,6766,5611,6493,3422,3707,3404,3111,1989,3455,2755,3089,2038,20110,17040,20970,3083,17020,13240,15160
301.14311@9.28,4346,4323,4252,4724,4608,5761,3558,2644,2748,4672,3036,3517,3870,5796,3636,3864,2388,14310,15860,14070,4310,32990,12020,19470,3302,9225,9265,9060,4355,15400,11720,14850,2389,2468,959,1590,2218,2054,1104,2166,2175,16920,12340,11220,1580,9172,6021,7641
313.13355@9.27,0,2229,0,0,2751,3303,2989,2953,0,0,0,2815,2761,2966,2855,2833,3142,3021,2782,3217,2962,9273,6110,8255,0,2899,0,5402,0,8265,8484,10700,0,0,2923,0,2832,0,2958,0,2833,50610,45090,42400,1284,41510,34800,40520
297.11972@9.28,5484,11110,0,0,9835,14450,13260,11280,0,6462,7271,6094,2657,3175,3964,3610,2504,0,24760,18500,3382,13430,9795,16870,6225,25860,0,23670,0,0,0,0,0,0,0,6215,0,0,0,0,4170,56800,50710,62910,5261,44020,39160,42980
604.25128@9.28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2821,2473,0,0,174.5,0,0,1870,2007,276.2,0,0,230,276.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143.07678@9.28,0,708.3,670.3,0,474.5,1254,924.5,0,6897,772.2,0,750.7,0,0,0,0,364.2,3429,2106,2629,517.7,3658,1840,0,418.1,0,0,5387,0,5945,7035,2942,536.3,549.1,685.4,613.8,481.9,524.6,643.5,0,0,6401,3435,5662,590.1,4331,4361,4304
298.12675@9.28,0,834.9,0,0,1186,1724,0,1341,0,659.2,753.7,543.9,0,669.5,0,0,530.6,0,2840,5264,746.1,674.2,1789,2404,0,0,0,0,0,0,0,0,0,0,0,1203,0,1027,0,0,786.8,6864,5719,7320,1012,5398,4639,4699
524.17724@9.31,0,0,0,0,841.7,271.3,172.4,212.5,0,0,0,0,177.2,0,134.8,0,0,0,0,0,290.9,0,0,0,0,0,274.1,0,414.6,0,170.4,0,0,0,0,0,0,0,0,0,0,274,224,197.1,0,0,215.2,0
667.36273@9.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2179,0,2188,0,0,0,0,0,4825,1867,3374,0,0,0,250.3,0,0,0,110.9,0,0,0,0,0,266.1,0,0,0,0,0,0
531.24785@9.31,135.8,0,131.7,192.5,289,200.1,0,0,108.7,0,128.3,0,0,137.9,0,126.6,122.8,163.6,0,194.9,171,0,184.7,233,0,0,205.4,147.3,0,0,173.8,0,0,674.8,170.6,182.7,156,660.9,0,211,0,342.9,292.8,255.6,0,283.7,248.8,229.8
144.05622@9.3,618,0,4774,23350,0,4960,1357,7963,0,0,4722,8645,479.9,1295,0,5463,399.3,0,0,1478,0,972.3,846.4,845.3,0,1199,0,988.4,0,0,940.9,0,0,14860,19820,33100,636.2,16090,12460,29830,551,1937,1016,0,494.1,2351,897.6,1171
508.20382@9.31,0,0,0,0,3865,2076,1195,1164,0,192.3,124.4,141.1,1146,452.8,524.9,316.6,0,214.7,1715,1290,2132,0,1303,323.5,142.7,1123,1421,296.5,2539,0,1200,396.9,0,360.2,430.2,478.1,164.5,421.2,269.2,347.2,0,278.6,201.6,265.8,210.5,175.9,0,166
406.26209@9.34,0,4959,1911,4251,0,11840,4329,4402,263.7,0,1489,0,184.6,243.2,1982,5513,223.1,185.4,239.2,201.4,0,198.2,0,264.6,257.2,0,0,266.5,0,236.2,240.4,0,0,1199,701.7,2211,233.5,655,1213,1736,244.7,0,130.6,190.1,182,0,150.6,0
603.18774@9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,675.7,0,282,0,453.3,0,318.4,0,864.5,0,619.9,0,804.2,131,374.2,0,0,0,0,0,0,0,0,0,264.2,0,233.3,0,0,0,0
399.08388@9.35,0,310.5,0,0,0,0,0,0,0,290.8,0,0,0,0,0,0,0,0,0,475.1,0,1114,459.3,2164,0,0,0,254.7,0,899.5,207.5,526.9,0,0,140.5,0,0,0,0,0,0,0,0,0,0,0,0,0
737.36944@9.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,581.7,0,461.2,0,0,0,208.1,0,318.2,272.5,380.9,0,255.8,237.7,256.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239.10211@9.38,0,923,619.7,940.7,0,909.2,0,0,0,0,681,0,723.4,652.1,775.5,1020,0,711.5,912.9,688.2,0,0,949.2,913.6,430.5,682,0,0,966.2,982,0,0,5368,9188,0,13260,4493,0,16370,11760,4613,2386,7095,7428,5940,4430,8679,8626
199.11847@9.38,0,1065,622.1,1271,365.4,479.5,0,0,362.8,0,1560,688.5,436,400.9,384.7,400.8,305.7,7065,2366,5890,342.3,6357,4357,5461,0,7614,2974,7555,437.9,8640,5805,8993,347.2,0,400.2,416,431.2,360.2,375.7,0,428.9,13830,3316,11510,426.7,12180,4834,8340
129.06094@9.39,583.8,619.5,747.3,729.7,1006,1319,946.7,826.4,0,0,0,452.1,903.8,1353,1283,1143,601.1,0,0,0,933.1,4227,4513,4784,771.8,3563,2568,3378,996.3,4852,12920,25820,1051,796.7,979.9,984.2,749.4,773.9,1017,889.4,763.1,8332,5187,0,892.9,0,4761,0
301.15147@9.38,0,0,0,0,908.2,884.9,980.7,932.9,0,0,0,0,910.7,835,896.1,691.7,844.7,7294,0,0,924.5,4433,8434,8471,701.6,9792,3607,12910,897.7,20100,30120,23870,0,678.9,659.6,706,1043,856.2,811,0,956.2,0,0,0,1262,0,0,0
404.28999@9.4,0,0,0,0,0,637.5,282,263,138.6,0,168.9,0,0,234.1,395.3,1311,182.1,166.4,0,213.2,0,0,0,0,0,0,225.5,0,0,231.5,232.2,0,133.2,408.7,1224,1443,154.4,1166,1674,1189,0,292.5,1500,381.2,0,0,272.7,153.5
315.09199@9.39,0,1031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,537.8,0,0,0,697.9,0,0,901.9,346.4,1170,0,1041,759.2,1177,0,0,0,0,0,0,0,387.6,0,0,0,0,117.7,1554,1193,2005
662.32301@9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650.5,0,0,0,0,0,695.3,0,498.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
288.05497@9.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198.1,237.8,0,0,285.7,254.8,0,349.5,0,0,0,1074,1010,716.5,147,0,0,0,0,0,0,0,0,1746,486.6,1535,0,1812,916.7,1334
133.09015@9.41,1114,1017,1106,0,1270,1280,0,1443,1030,0,1231,1156,1381,1336,1258,1305,1327,2238,1592,2279,1449,3081,3762,3257,1281,0,2240,6920,1262,9940,5569,11110,1603,1294,1249,1030,1496,1174,1401,1264,1345,21100,6912,18480,1625,22070,8687,13970
390.27342@9.41,224.8,2651,8680,9263,1318,27620,17720,14760,327.5,2284,4599,3413,2433,19480,44510,61940,0,964.7,0,1061,0,513.7,0,520.2,0,1112,1012,818.3,1174,657,403.4,739.6,226.4,8016,5367,12830,213.9,4941,6047,8747,157.5,1477,1142,0,0,0,316.2,457.1
287.05904@9.42,0,0,0,0,0,0,0,0,0,0,0,0,115.9,0,0,0,0,274.4,0,322.3,0,349.6,309.3,0,0,0,221.1,227.2,0,397.3,0,0,0,0,0,0,0,0,0,0,0,641,570.9,643.9,0,677.3,441.5,851.8
323.06686@9.43,0,0,0,0,0,203,321.8,173.3,0,0,0,0,0,1742,2023,1023,0,0,0,0,0,380.1,0,198.8,0,0,314.9,0,0,0,429.4,0,268.4,0,334.7,110.8,450.3,0,0,0,214.9,1561,0,746.2,0,0,0,994
482.19224@9.43,0,0,0,0,0,0,0,0,0,0,0,0,0,138.8,130.9,0,0,0,0,205,0,0,0,169.7,0,237.4,0,0,0,0,142.1,0,0,0,0,156.4,0,0,0,0,0,814.3,333.9,442.3,0,797.7,270.6,337.1
588.26591@9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1090,670.4,954.6,0,667.9,398,876.8
533.20946@9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210.4,0,0,155,0,0,0,0,0,0,0,0,0,0,0,0,154.1,0,0,1357,819.7,2138,0,1206,515.3,451.6
245.10636@9.44,550.4,524.9,445.1,509.4,723.4,532.6,607.3,534.7,737,528.6,566.2,504.3,655,357.7,827,301,335.2,0,0,1782,698.8,12400,6295,14880,467.8,1138,0,1661,612.2,13550,15260,15560,467.2,669.7,517.5,473,0,602.2,498.4,536.6,0,11540,4509,9648,505.8,11280,6355,4440
223.09934@9.44,864.2,0,843.6,971.9,804.7,776.7,763.6,0,814.4,766.7,699.9,860.5,0,646.1,700.6,610.6,777.2,0,957.4,916.6,767,806.1,818.7,752.2,766.7,771.9,0,540.2,630,0,747.9,823.7,22370,41320,51160,59390,34270,48050,56090,53560,33200,17410,61260,0,46380,32720,78680,81530
527.19898@9.44,0,0,0,0,0,138.7,177.7,0,0,0,0,0,0,0,0,0,166.4,0,0,0,0,217.6,173.6,181.4,142.7,0,0,0,0,0,220.8,0,0,0,158.1,0,0,0,0,0,0,704.3,516.3,780.8,0,665.2,410.2,529.3
332.08312@9.44,0,0,245.9,177.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205.2,0,332.2,261.1,310.9,0,252.2,0,307.2,0,457,244.9,329.6,0,0,135.7,0,0,138.1,0,142.2,140.1,1315,1115,1179,0,1522,710.6,1119
607.23981@9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,206.9,285.3,0,223.1,184.2,0,0,191,0,167.8,0,0,174.5,719.8,0,0,0,0,0,0,0,0,0,1457,518,1121,0,642.2,361.9,532.4
129.06198@9.44,598.3,708.2,0,0,0,1210,0,934.8,1124,1182,607.3,1368,669.3,1930,1662,0,707.5,8612,2296,7815,0,4942,11620,3567,444.5,9409,2833,10470,1379,17570,4336,4338,793.5,692.6,0,0,607.6,593.7,0,463.6,592.2,34380,11770,29500,981.8,31850,19820,24300
531.21877@9.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,237.7,188.4,0,189.7,158.2,0,0,180.8,0,0,0,0,0,147.6,0,197.2,131,138.9,0,0,169.9,0,143.6,449.5,462.6,548.2,0,461,530.4,650.8
376.25812@9.45,0,0,6757,0,237.7,23930,14560,6650,0,265.2,0,300.2,217.9,251.8,2748,2756,230.6,0,307.4,277.7,271.9,245.4,302.5,0,213.9,276.8,0,326.9,0,0,0,211.3,295.6,6565,1400,8963,249.1,2429,1338,6980,252.3,277.9,0,290.2,224.9,297.6,0,0
623.25472@9.45,0,0,0,0,0,0,0,0,0,0,0,110.2,0,0,0,0,0,0,0,131.4,0,0,0,162.1,0,250.4,0,0,0,0,165.2,0,0,0,0,0,0,0,0,0,0,1304,429.3,865.6,0,329.3,283.9,292.6
289.11899@9.45,489.5,565.9,610,473.4,419.9,482.6,415.9,436.1,554,530.2,571.3,525.7,434.2,468.7,404.3,434.5,435.9,1805,526.4,1376,444.7,12210,12540,14360,427.7,1390,1067,1876,0,13030,13400,13990,0,435,519.6,542.9,466.5,508,502.5,345.3,565.1,8375,7394,9249,398.6,8728,5511,4238
591.23253@9.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173.2,231.2,0,182.3,0,0,0,245.3,156.7,0,0,0,0,0,0,0,0,116.8,0,0,0,0,0,723.3,543.9,875.4,0,508.4,287.8,361.8
549.19086@9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204.8,148,0,156.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,505,322.6,623.7,0,390.7,232.3,333.7
593.27647@9.45,133.2,0,0,0,0,0,0,0,0,112.1,147.9,0,0,0,0,0,0,0,238,255.1,0,207.7,0,0,0,0,0,0,0,0,160.8,198,0,0,0,0,0,0,0,0,0,778.1,423.4,1248,0,506.1,361.1,470.6
171.11752@9.45,0,0,454.7,0,374.7,295.1,0,352.8,455.5,0,425.1,488.9,0,356.7,0,0,0,0,0,1627,347.4,2761,2326,2647,336.6,1809,1285,5272,314.7,7778,2639,8344,443.1,380.4,305.5,258,460.1,366.4,369.8,0,406.4,16440,8304,14420,492.6,16400,6121,10230
301.14299@9.45,944.8,931.7,897.2,922.3,751.6,793.4,703.8,694.5,0,935.9,881.7,0,700.7,636.2,585.7,650.2,687.3,11470,2686,10350,681,10360,17760,18240,775.7,19910,8073,26140,770.3,44200,10180,48210,2104,1797,1201,1146,1600,1300,885.4,916.9,2218,124300,52040,106500,5026,111600,48960,77310
290.07169@9.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,509.1,331.4,406.4,0,1089,1036,1015,0,602.7,0,552.6,0,0,0,0,0,0,0,0,0,0,0,0,0,2186,768.7,1007,0,1342,698.1,812.8
589.26239@9.46,0,0,0,131,0,0,0,0,0,0,0,156.9,0,0,0,0,0,0,135.6,169.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688.7,258.1,424.3,0,263.8,244.8,285
390.95215@9.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.9,0,0,0,0,0,0,0,0,0,0,457,422.7,0,667.7,278.2,293.3
553.16763@9.47,0,0,0,0,0,0,0,0,140.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,840.3,458.1,1329,0,633.2,444,445.9
502.2288@9.47,105.5,115.7,0,0,0,0,0,0,0,0,0,0,0,130.5,0,0,0,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,748.6,442.5,760.5,178.1,412.4,488.2,379.1
143.08067@9.45,0,538.8,607.2,602.8,569.7,0,677.1,421.1,0,0,609.7,581.1,0,0,574.3,435.2,356.5,0,927,0,0,1763,1498,1857,0,1909,1206,1428,510.8,2122,1347,6089,0,479.4,0,0,0,0,484,0,531.2,10090,6241,10060,579.8,10230,5056,7468
623.09737@9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,296.4,0,288.2,0,384,116.2,198.3
243.12067@9.46,745.1,655.4,610.4,494.8,0,0,570.8,510.6,633.9,637.4,670.4,0,534.9,489,376.1,0,393,0,0,1503,0,2493,1485,2378,0,1947,1231,0,443.7,6548,0,7307,485.6,742.9,631.8,490.9,619,573.5,453.1,0,641.9,17220,7425,13860,729.7,16750,6041,10040
601.2631@9.47,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723.3,1186,1665,0,498.6,804.6,440.7
318.27713@9.48,0,0,0,0,0,11980,0,0,0,0,0,0,10390,0,0,0,0,615600,0,14120,10480,14920,18250,15010,0,15770,0,0,0,0,0,0,0,0,11060,0,0,0,0,0,0,15470,14650,0,0,11450,15540,0
571.19136@9.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,378.1,0,432.7,0,357.2,243.7,430.3
274.03357@9.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,134.1,0,0,0,281.6,0,233.3,0,0,0,606.7,0,409.3,0,0,0,299.1,0,0,0,0,0,0,0,0,0,416.9,242.3,735.9,0,521.9,410.3,340.8
434.29854@9.47,0,325.9,280.7,185.8,0,0,0,0,127.3,0,236.9,825.5,0,703.6,1798,2059,0,0,176.8,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,349.6,0,0,193,223.4,0,0,125.7,0,0,211,0,221.6
610.3243@9.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.5,0,399.6,560,452.7,0,206.8,127.2,139.2,0,678.6,671.5,0,0,0,0,0,0,0,0,0,0,0,0,366.4,0,209.1,0,200.6
597.45189@9.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.6,343.5,0,0,0,0,0,153.3,214.3,0,0,0,0,0,0,0,0,0,0,0,0,190.6,0,0,0,0
317.27455@9.49,15460,18470,19280,19330,16680,19040,18400,18030,15490,19790,18590,19240,17180,8375,18660,19200,15770,21460,21120,20500,17000,10020,8299,21750,16940,20350,20960,20050,15550,7333,10060,10320,13730,12910,14700,14990,12180,12510,14730,14340,12560,16300,17890,16500,12130,14730,16490,16440
602.43698@9.49,0,134.7,133.1,103.4,0,0,874.9,709.1,0,0,124.7,126.8,288.1,944.8,1093,1072,0,700.2,0,0,0,2100,1985,2866,179,762,945.6,786.2,267.8,1629,2006,838.3,0,0,210.7,0,0,0,156.5,186.3,0,254.3,390.5,0,0,0,0,142.2
558.52976@9.49,0,0,0,0,346.3,560,644.4,729.7,0,0,0,0,356.6,774.5,837,927.6,156.1,736.5,0,0,365.2,1237,1317,1751,226.6,765.3,838.9,768.6,373.7,1311,1508,876.7,0,0,0,210,0,0,0,157.2,0,268.6,583.3,0,0,0,0,0
230.24449@9.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,313200,0,0,0,0,0,0,0,0,128100,0,85800,141500,0,0,87370,0,0,0,0,95790,0,95100,0,0,0,0,0,0,0,0
836.77515@9.5,0,0,0,0,0,0,271.3,0,0,0,0,0,0,294,364,322.2,0,0,0,0,149,795.8,683.8,855.5,0,392.5,347.6,414.5,155.5,629.3,641,382.9,0,0,0,0,0,0,0,0,0,0,309.1,0,0,0,0,0
556.50953@9.5,0,0,0,0,11780,20460,23670,20810,0,0,0,0,12860,24800,31520,28260,5728,0,0,0,11110,60630,47080,58370,8831,28980,30320,27540,13090,44830,46220,27520,3104,2632,6706,8348,2136,2258,5464,6099,2059,8415,20520,0,2533,0,15140,9083
603.4532@9.5,0,0,0,0,333.6,755.7,772,892.8,0,0,0,0,312,784,1088,1087,0,882,0,0,244.4,2027,2295,2541,0,736.5,948.3,809.2,287.8,1459,1910,723.4,0,0,0,169.2,0,0,0,153.1,0,0,436.6,0,0,0,0,0
606.34525@9.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3028,2067,3376,0,911.7,600.4,972.6,0,2338,1836,1344,0,0,170.6,0,0,136,194.9,105.1,0,862.9,1058,651.6,0,833.9,1047,1006
577.50242@9.5,0,0,0,0,302.1,738,769.6,846.1,0,0,0,0,308.6,938.9,1107,1132,165.5,0,0,0,259.5,2969,2592,3877,179,966,1120,1018,303.1,2233,2569,949.6,0,0,0,187.7,0,0,0,0,0,215.3,655.4,0,0,0,0,0
474.12187@9.5,0,0,0,0,0,0,339.9,212.7,0,0,0,0,149.8,256,278.7,290.9,0,0,0,0,153.7,504.6,510.6,668.7,125.6,322.9,316.4,281.3,0,327.5,438.6,359.6,0,0,144,139.8,0,0,0,0,0,0,208.5,0,0,367.1,211.1,0
600.46696@9.5,0,0,0,0,692,1405,1603,1252,0,0,0,0,0,1701,2243,2040,360.3,953.5,0,1545,570,4793,6565,6793,490.9,1689,2493,2230,738.1,4345,4760,2016,0,240.1,368.6,395.9,287.1,162.5,283,308.2,255.6,446,1122,0,0,0,803.3,478.5
581.51773@9.5,0,0,0,0,0,0,188.8,198.8,0,0,0,0,0,251.8,262.5,259.1,0,0,0,0,0,473.8,487,437.7,0,289.4,287.4,223.1,0,406.9,503.5,285.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197.2,0
699.36212@9.5,0,0,0,0,137.2,286.4,297.4,275.9,0,0,0,0,0,332.9,409.9,426.6,0,0,0,0,0,884.3,987.6,1088,0,235.9,337.4,274.1,0,576.2,724,347.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322.2227@9.5,271.6,0,0,0,452.5,918.8,853.3,1019,244,0,290.6,0,419.9,1035,1255,1288,293.9,0,852.6,1014,422.8,3030,2578,3421,375.7,1124,1216,1315,482.9,2571,2298,1331,239.9,190.1,265.5,366.1,0,183.8,0,263.5,241.2,419.3,1741,438.5,0,386.4,840.8,614.7
601.45335@9.5,0,0,0,0,787.7,2225,2414,2117,0,0,0,0,734.7,2498,2881,2870,249.6,0,1846,1808,629.3,7082,6582,9019,450.5,2177,2722,2072,737.8,4937,6120,2521,0,162.5,316.2,321.1,0,0,257.3,219.9,0,382.7,1066,0,0,354.4,1051,464.1
700.36936@9.5,0,0,0,0,0,243.2,298.2,235.7,0,0,0,0,0,292,369.3,325.3,0,0,0,0,0,876.5,817,1108,0,206.8,296.6,259.2,0,493,720.2,293.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,144.6,0
328.17496@9.5,0,0,0,0,1108,2173,2345,2023,337,0,0,0,1317,2330,2376,2656,996.5,2489,1553,2199,1181,4682,4649,5340,1036,2364,2700,1976,982,3819,4053,2496,565.6,609.6,827,916.7,439.4,427.5,671.1,710.2,514.9,1218,2083,0,508.5,792,2044,1192
577.64386@9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,238,328.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
591.49845@9.5,0,0,0,0,0,137.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,337,248.5,452.8,0,137.4,155.5,129.9,0,0,210.3,138.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
722.35315@9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,187.2,195.4,304.3,0,0,0,0,0,0,176.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
837.77763@9.5,0,0,0,0,0,145.6,157.7,0,0,0,0,0,0,0,169.3,177.2,0,0,0,0,0,354.2,340.7,428.2,0,210.3,178.5,0,0,0,289.3,180.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,157.1,0
927.63109@9.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,435.2,333.3,510.8,0,0,0,0,0,0,319.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557.5238@9.5,0,0,4394,0,2486,4902,5110,4837,0,0,0,0,2650,5175,6177,5669,1163,6229,3854,5473,2196,11860,10280,11960,1779,5890,5038,5234,2740,7521,9230,5663,610.3,564.2,1219,1744,420.8,477.4,1222,1139,461.2,1744,4338,1470,0,1247,3715,0
277.26359@9.51,0,0,20450,0,10720,13760,13670,13220,0,0,0,0,10670,13640,14660,14440,12970,0,10590,21650,9993,19770,19880,21650,9773,14240,13570,13330,10590,15900,30790,14410,10100,7036,9301,8787,9359,6755,8518,8181,6574,8618,12420,7289,9908,6827,10800,6674
275.27993@9.51,0,0,868800,894900,772400,274900,887400,874800,0,1853,843000,875400,773900,287200,289500,289100,704200,0,920300,240200,750400,1154000,1052000,1089000,740200,891000,0,287800,282500,289600,1092000,975300,580500,564500,663300,285000,549500,556100,653100,652200,563800,686700,858600,717700,256500,656900,851600,764100
